STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
SC,Florence County,14.12,0.00,2.33,0.00,4.79,0.00,1.20,0.00,19.18,0.00,0.34,0.77,4.59,0.34,0.17,0.25,0.29,4.06,0.34,0.17,0.09,0.48,0.53,0.00,0.00,0.07,0.00,0.00,,0.00,,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Georgetown County,2.54,0.00,5.36,0.00,0.31,0.00,0.32,0.00,51.21,0.00,0.11,3.82,2.62,0.03,0.02,0.02,0.34,0.41,0.03,0.02,0.09,3.48,2.21,0.00,0.00,0.09,0.00,0.11,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,769.33,0.00,0.00,0.00,769.33,0.00,0.00,0.00,0.00,0.00
SC,Greenville County,0.13,0.00,35.93,0.00,3.06,0.00,0.20,0.00,0.00,0.00,0.09,1.51,4.22,0.18,0.09,0.00,0.23,2.20,0.18,0.09,0.09,1.28,2.02,0.00,0.00,0.00,0.14,0.08,,0.31,,0.22,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Greenwood County,0.07,0.00,10.74,0.00,1.70,0.00,0.01,0.00,0.00,0.00,0.00,0.13,1.99,0.12,0.06,0.00,0.00,1.38,0.12,0.06,0.00,0.13,0.61,0.00,0.00,0.00,0.16,0.00,,0.00,,0.11,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Hampton County,1.56,0.00,0.00,0.00,0.92,0.00,0.53,0.00,0.00,0.00,4.94,0.25,2.18,0.14,0.07,4.83,0.25,1.64,0.14,0.07,0.11,0.00,0.54,0.00,0.00,0.03,0.00,0.09,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Horry County,5.29,0.00,41.30,0.00,9.67,0.00,0.24,0.00,0.00,0.00,2.31,8.59,10.11,0.30,0.15,0.36,0.07,3.56,0.30,0.15,1.95,8.52,6.55,0.00,0.00,0.37,0.00,0.00,,0.00,,0.00,0.00,0.31,0.00,0.00,0.00,73.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.60,0.00
SC,Jasper County,0.99,0.00,24.75,0.00,1.74,0.00,0.00,0.00,0.00,0.00,1.50,0.12,1.68,0.03,0.02,1.37,0.00,0.37,0.03,0.02,0.13,0.12,1.31,0.00,0.00,0.01,0.00,0.00,,0.00,,0.06,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Kershaw County,1.25,0.00,4.47,0.00,1.13,0.00,1.04,0.00,2.08,0.00,0.12,0.23,1.50,0.10,0.05,0.00,0.00,1.20,0.10,0.05,0.12,0.23,0.30,0.00,0.00,0.23,0.23,0.00,,0.00,,0.32,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Lancaster County,0.00,0.00,17.41,0.00,2.40,0.00,0.00,0.00,0.06,0.00,0.03,0.11,1.56,0.12,0.06,0.00,0.00,1.44,0.12,0.06,0.03,0.11,0.12,0.00,0.00,0.00,0.33,0.00,,0.17,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Laurens County,0.01,0.00,4.86,0.00,1.52,0.00,0.00,0.00,0.00,0.00,0.00,0.23,3.17,0.24,0.12,0.00,0.00,2.90,0.24,0.12,0.00,0.23,0.27,0.00,0.00,0.00,0.41,0.01,,0.01,,0.15,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Lee County,2.34,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.72,0.29,3.66,0.29,0.14,0.72,0.29,3.52,0.29,0.14,0.00,0.00,0.14,0.00,0.00,0.19,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Lexington County,2.60,0.00,49.65,0.00,12.30,0.00,0.94,0.00,34.26,0.00,8.34,2.70,3.03,0.16,0.08,8.34,2.17,1.93,0.16,0.08,0.00,0.53,1.10,0.00,0.00,0.18,0.54,0.06,,0.00,,1.02,0.00,0.00,0.00,0.00,0.00,145.10,0.00,0.00,0.00,145.10,0.00,0.00,0.00,0.00,0.00
SC,McCormick County,0.00,0.00,1.14,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.18,2.09,0.15,0.07,0.00,0.00,1.81,0.15,0.07,0.00,0.18,0.28,0.00,0.00,0.00,0.04,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Marion County,3.23,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.21,0.17,2.64,0.21,0.11,0.15,0.03,2.56,0.21,0.11,0.06,0.14,0.08,0.00,0.00,0.15,0.00,0.00,,0.00,,0.14,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Marlboro County,2.91,0.00,0.90,0.00,0.85,0.00,0.40,0.00,26.10,0.00,0.55,0.40,0.48,0.03,0.05,0.55,0.39,0.36,0.03,0.05,0.00,0.01,0.12,0.00,0.00,0.19,0.00,0.00,,0.00,,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Newberry County,0.05,0.00,5.98,0.00,1.32,0.00,0.00,0.00,0.00,0.00,0.28,0.64,2.26,0.17,0.08,0.28,0.60,2.06,0.17,0.08,0.00,0.04,0.20,0.00,0.00,0.00,0.74,0.12,,0.12,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Oconee County,0.21,0.00,9.96,0.00,1.64,0.00,0.00,0.00,0.00,0.00,0.00,0.76,2.18,0.14,0.07,0.00,0.23,1.69,0.14,0.07,0.00,0.53,0.49,0.00,0.00,0.00,0.78,0.00,,5.60,,0.08,0.00,0.03,0.00,0.00,0.00,2518.60,0.00,0.00,0.00,2518.60,0.00,0.00,0.00,0.00,0.00
SC,Orangeburg County,1.43,0.00,8.11,0.00,2.11,0.00,1.14,0.00,0.48,0.00,10.54,4.06,12.03,0.50,0.25,10.37,4.02,6.02,0.50,0.25,0.17,0.04,6.01,0.00,0.00,0.64,0.00,0.07,,0.15,,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00
SC,Pickens County,0.03,0.00,44.75,0.00,1.95,0.00,0.00,0.00,0.34,0.00,0.00,1.06,1.84,0.10,0.05,0.00,0.00,1.18,0.10,0.05,0.00,1.06,0.66,0.00,0.00,0.00,0.13,0.08,,0.31,,0.12,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Richland County,0.51,0.00,33.18,0.00,5.95,0.00,2.08,0.00,28.06,0.00,0.27,1.03,2.48,0.08,0.04,0.10,0.00,1.00,0.08,0.04,0.17,1.03,1.48,0.00,0.00,0.02,0.04,0.06,,0.03,,0.89,0.00,0.00,0.00,0.13,0.00,5.70,0.00,0.00,0.00,0.00,0.00,0.13,0.00,5.70,0.00
SC,Saluda County,0.04,0.00,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,0.00,3.96,2.54,0.20,0.10,0.00,3.96,2.46,0.20,0.10,0.00,0.00,0.08,0.00,0.00,0.00,0.65,0.00,,0.10,,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Spartanburg County,0.15,0.00,34.93,0.00,5.23,0.00,0.00,0.00,0.00,0.00,0.09,1.07,5.17,0.32,0.16,0.00,0.31,3.85,0.32,0.16,0.09,0.76,1.32,0.00,0.00,0.00,0.27,0.01,,0.02,,0.23,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Sumter County,14.96,0.00,0.00,0.00,2.60,0.00,0.43,0.00,0.00,0.00,3.29,1.74,3.91,0.28,0.14,3.08,1.32,3.31,0.28,0.14,0.21,0.42,0.60,0.00,0.00,0.24,0.00,0.01,,0.01,,0.19,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Union County,0.00,0.00,3.29,0.00,0.26,0.00,0.01,0.00,0.90,0.00,0.00,0.03,1.27,0.10,0.05,0.00,0.00,1.15,0.10,0.05,0.00,0.03,0.12,0.00,0.00,0.00,0.09,0.00,,0.00,,0.05,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,Williamsburg County,2.13,0.00,0.00,0.00,1.92,0.00,1.02,0.00,0.00,0.00,0.02,0.07,3.72,0.30,0.15,0.02,0.00,3.59,0.30,0.15,0.00,0.07,0.13,0.00,0.00,0.19,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SC,York County,0.77,0.00,16.45,0.00,8.20,0.00,0.01,0.00,31.01,0.00,0.43,0.71,3.65,0.21,0.10,0.00,0.01,2.47,0.21,0.10,0.43,0.70,1.18,0.00,0.00,0.00,0.33,0.00,,0.00,,0.14,0.00,0.00,0.00,0.00,0.00,159.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,159.00,0.00
SD,Aurora County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.13,0.00,0.13,0.03,0.03,0.13,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.30,0.39,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Beadle County,0.62,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.08,0.00,3.47,0.00,4.80,0.00,0.13,3.47,0.00,4.80,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.61,0.91,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Bennett County,0.23,0.00,0.26,0.00,0.17,0.00,0.00,0.00,0.00,0.00,25.14,0.00,6.26,0.00,0.00,25.14,0.00,6.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.26,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Bon Homme County,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.51,0.00,2.32,2.82,4.21,0.00,2.11,2.32,2.82,4.21,0.00,2.11,0.00,0.00,0.00,0.00,0.00,0.31,0.44,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Brookings County,4.96,0.00,0.00,0.00,0.06,0.00,1.36,0.00,0.00,0.00,5.61,0.16,11.36,0.00,0.21,5.61,0.16,11.36,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.40,0.61,1.91,,1.40,,0.23,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Brown County,0.86,0.00,3.94,0.00,0.02,0.00,0.15,0.00,0.00,0.00,2.42,0.23,1.51,0.00,0.03,2.42,0.23,1.51,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.39,0.59,0.00,,0.00,,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Brule County,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.92,0.37,0.51,0.00,0.20,0.92,0.37,0.51,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.35,0.63,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Buffalo County,3.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,10.78,0.31,0.00,1.39,0.71,10.78,0.31,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.11,0.16,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Butte County,0.09,0.00,0.00,0.00,0.09,0.00,0.07,0.00,0.00,0.00,2.55,13.51,1.35,0.00,5.62,2.55,13.51,1.35,0.00,5.62,0.00,0.00,0.00,0.00,0.00,0.30,0.47,0.00,,0.00,,0.04,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Campbell County,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.16,5.11,2.46,0.00,0.12,10.16,5.11,2.46,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.16,0.23,0.00,,0.00,,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Charles Mix County,0.01,0.00,4.44,0.00,0.00,0.00,0.00,0.00,0.31,0.00,1.19,12.16,1.50,0.00,3.15,1.19,12.16,1.50,0.00,3.15,0.00,0.00,0.00,0.00,0.00,0.58,0.86,0.00,,0.00,,0.13,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Clark County,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.36,0.03,4.41,0.00,0.09,5.36,0.03,4.41,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.51,0.75,0.63,,0.00,,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Clay County,1.64,0.00,0.03,0.00,0.00,0.00,0.18,0.00,0.00,0.00,3.28,0.13,11.17,0.00,0.77,3.28,0.13,11.17,0.00,0.77,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Codington County,2.52,0.00,0.00,0.00,0.06,0.00,0.17,0.00,0.18,0.00,7.06,1.38,5.18,0.00,0.16,7.06,1.38,5.18,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.29,0.43,0.00,,0.00,,0.19,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Corson County,0.00,0.00,0.21,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.11,0.00,0.04,0.00,0.47,0.11,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.35,0.52,0.00,,0.00,,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Custer County,0.49,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.45,8.08,0.45,0.00,11.56,0.45,8.08,0.45,0.00,11.56,0.00,0.00,0.00,0.00,0.00,0.10,0.15,0.00,,2.88,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Davison County,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.41,0.36,2.29,0.00,0.13,0.41,0.36,2.29,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.24,0.36,0.00,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Day County,0.08,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.89,0.83,0.79,0.00,0.15,0.89,0.83,0.79,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.20,0.31,4.03,,2.03,,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Deuel County,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.23,2.20,0.00,0.21,1.78,0.23,2.20,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.28,0.41,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Dewey County,0.03,0.00,0.31,0.00,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.51,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Douglas County,0.02,0.00,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,3.12,0.20,1.75,0.00,0.17,3.12,0.20,1.75,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.35,0.52,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Edmunds County,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,0.00,1.17,0.00,0.00,2.13,0.00,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.55,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Fall River County,0.59,0.00,0.03,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.35,5.39,0.66,0.00,1.37,0.35,5.39,0.66,0.00,1.37,0.00,0.00,0.00,0.00,0.00,0.22,0.34,0.00,,0.00,,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Faulk County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.47,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Grant County,0.10,0.00,0.23,0.00,0.01,0.00,0.21,0.00,0.00,0.00,8.83,0.30,4.26,0.00,0.00,8.83,0.30,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.40,0.00,,0.00,,0.03,0.00,0.04,0.00,3.01,0.00,6.93,0.00,0.00,0.00,0.00,0.00,3.01,0.00,6.93,0.00
SD,Gregory County,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,1.56,0.45,0.00,0.42,0.31,1.56,0.45,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.31,0.46,0.00,,0.00,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Haakon County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.58,0.00,6.34,0.00,0.00,5.58,0.00,6.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.42,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hamlin County,0.17,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.39,0.40,0.17,0.00,0.27,0.39,0.40,0.17,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.22,0.35,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hand County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.68,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hanson County,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.00,1.15,0.00,0.88,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.00,,0.00,,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Harding County,0.02,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.42,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hughes County,2.23,0.00,4.12,0.00,0.05,0.00,0.22,0.00,0.49,0.00,3.01,35.97,0.77,0.00,2.62,3.01,35.97,0.77,0.00,2.62,0.00,0.00,0.00,0.00,0.00,0.17,0.26,0.00,,0.00,,0.14,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hutchinson County,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.18,1.58,0.00,0.02,0.32,0.18,1.58,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.53,0.82,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Hyde County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.05,0.00,0.00,0.25,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Jackson County,0.29,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.31,0.00,0.95,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.22,0.32,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Jerauld County,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,1.26,0.00,0.00,0.48,0.00,1.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.36,0.00,,0.00,,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Jones County,1.79,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.12,0.00,0.35,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.14,0.22,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Kingsbury County,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,1.13,0.00,0.00,1.28,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.55,0.00,,1.41,,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Lake County,0.78,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,5.16,1.29,3.73,0.00,0.31,5.16,1.29,3.73,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.25,0.38,0.00,,0.00,,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Lawrence County,2.17,0.00,0.37,0.00,0.48,0.00,0.22,0.00,0.00,0.00,0.89,0.00,1.80,0.00,0.00,0.89,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.09,0.00,,9.28,,2.22,0.00,7.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Lincoln County,2.63,0.00,0.59,0.00,0.35,0.00,0.17,0.00,0.07,0.00,0.60,0.44,0.97,0.00,0.27,0.60,0.44,0.97,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.21,0.32,0.00,,0.00,,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Lyman County,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,3.77,0.31,0.00,1.47,0.71,3.77,0.31,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.26,0.40,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,McCook County,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.49,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,McPherson County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.10,0.00,0.17,0.02,0.18,0.10,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.35,0.53,0.00,,0.00,,0.01,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
SD,Marshall County,2.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.16,0.41,1.26,0.00,1.00,5.16,0.41,1.26,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.38,0.59,0.00,,0.00,,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
